Files_name; Bugginess
common/lib/src/main/java/org/apache/syncope/common/lib/report/StaticReportletConf.java;false
core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPADomain.java;false
common/lib/src/main/java/org/apache/syncope/common/lib/types/LoggerType.java;false
common/rest-api/src/main/java/org/apache/syncope/common/rest/api/beans/AbstractQuery.java;false
core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/Realm.java;false
client/console/src/main/java/org/apache/syncope/client/console/resources/FilesystemResource.java;false
fit/core-reference/src/test/java/org/apache/syncope/fit/core/reference/ConnectorITCase.java;false
core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/AccountRule.java;false
core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPAReportletConfInstance.java;false
client/old_console/src/main/java/org/apache/syncope/client/console/rest/LoggerRestClient.java;false
client/console/src/main/java/org/apache/syncope/client/console/commons/SearchableDataProvider.java;false
core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/sync/AbstractSyncResultHandler.java;false
core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/user/URelationship.java;false
common/lib/src/main/java/org/apache/syncope/common/lib/to/AttrTO.java;false
common/lib/src/main/java/org/apache/syncope/common/lib/policy/AbstractPasswordRuleConf.java;false
core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/task/JPAPushTaskAnyFilter.java;false
fit/build-tools/src/main/java/org/apache/syncope/fit/buildtools/ConnIdStartStopListener.java;false
core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/RelationshipType.java;false
client/enduser/src/main/java/org/apache/syncope/client/enduser/SyncopeEnduserApplication.java;true
client/old_console/src/main/java/org/apache/syncope/client/console/pages/ConfirmPasswordResetModalPage.java;false
client/old_console/src/main/java/org/apache/syncope/client/console/rest/InvalidPolicyType.java;false
core/persistence-jpa/src/test/java/org/apache/syncope/core/persistence/jpa/outer/AnyTypeClassTest.java;false
client/old_console/src/main/java/org/apache/syncope/client/console/pages/FailureMessageModalPage.java;false
installer/src/main/java/org/apache/syncope/installer/containers/Glassfish.java;false
client/cli/src/main/java/org/apache/syncope/client/cli/commands/configuration/ConfigurationCommand.java;true
client/console/src/main/java/org/apache/syncope/client/console/commons/SortableDataProviderComparator.java;false
core/logic/src/main/java/org/apache/syncope/core/logic/AbstractAnyLogic.java;false
installer/src/main/java/org/apache/syncope/installer/files/ProvisioningProperties.java;false
client/old_console/src/main/java/org/apache/syncope/client/console/panels/NotificationTasks.java;false
core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/cache/VirAttrCacheKey.java;true
client/old_console/src/main/java/org/apache/syncope/client/console/pages/ConnectorModalPage.java;false
core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/notification/VelocityEngineFactoryBean.java;false
core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/data/RoleDataBinder.java;false
client/old_console/src/main/java/org/apache/syncope/client/console/commons/SelectOption.java;false
client/console/src/main/java/org/apache/syncope/client/console/SyncopeConsoleApplication.java;true
ext/camel/provisioning-camel/src/main/java/org/apache/syncope/core/provisioning/camel/processor/GroupDeprovisionProcessor.java;false
fit/core-reference/src/test/java/org/apache/syncope/fit/core/reference/PushTaskITCase.java;false
core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/conf/CPlainAttr.java;false
client/old_console/src/main/java/org/apache/syncope/client/console/pages/BulkActionResultModalPage.java;false
core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/SchemaDataBinderImpl.java;false
fit/core-reference/src/test/java/org/apache/syncope/fit/core/reference/UserWorkflowITCase.java;false
core/logic/src/main/java/org/apache/syncope/core/logic/AnyTypeClassLogic.java;false
core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/conf/CPlainAttrUniqueValue.java;false
installer/src/main/java/org/apache/syncope/installer/processes/ContainerProcess.java;false
client/old_console/src/main/java/org/apache/syncope/client/console/wicket/markup/html/form/ActionLink.java;false
client/old_console/src/main/java/org/apache/syncope/client/console/resources/FilesystemResource.java;false
common/lib/src/main/java/org/apache/syncope/common/lib/SyncopeConstants.java;false
client/old_console/src/main/java/org/apache/syncope/client/console/panels/PushTasksPanel.java;false
client/old_console/src/main/java/org/apache/syncope/client/console/pages/DerSchemaModalPage.java;false
core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/AnyTemplate.java;false
client/cli/src/main/java/org/apache/syncope/client/cli/commands/question/QuestionSyncopeOperations.java;false
client/console/src/main/java/org/apache/syncope/client/console/panels/DerSchemaDetails.java;false
client/old_console/src/main/java/org/apache/syncope/client/console/wicket/markup/html/form/AjaxDropDownChoicePanel.java;false
client/console/src/main/java/org/apache/syncope/client/console/wizards/any/Ownership.java;false
client/enduser/src/main/java/org/apache/syncope/client/enduser/resources/SchemaResource.java;true
client/console/src/main/java/org/apache/syncope/client/console/pages/CamelRoutes.java;false
common/lib/src/main/java/org/apache/syncope/common/lib/to/ConnObjectTO.java;false
core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/validation/entity/GroupValidator.java;false
core/logic/src/main/java/org/apache/syncope/core/logic/report/ReportJobDelegate.java;false
core/logic/src/main/java/org/apache/syncope/core/logic/report/ReportXMLConst.java;false
client/old_console/src/main/java/org/apache/syncope/client/console/pages/HomePage.java;false
client/old_console/src/main/java/org/apache/syncope/client/console/wicket/markup/html/form/AjaxPasswordFieldPanel.java;false
client/cli/src/main/java/org/apache/syncope/client/cli/commands/task/TaskListScheduledJobs.java;false
core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/task/JPATaskExec.java;false
core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/ConfigurationDataBinderImpl.java;false
client/old_console/src/main/java/org/apache/syncope/client/console/panels/AjaxDataTablePanel.java;false
core/persistence-jpa/src/test/java/org/apache/syncope/core/persistence/jpa/inner/PlainSchemaTest.java;true
core/misc/src/main/java/org/apache/syncope/core/misc/security/AuthDataAccessor.java;false
common/lib/src/main/java/org/apache/syncope/common/lib/policy/AbstractAccountRuleConf.java;false
client/old_console/src/main/java/org/apache/syncope/client/console/pages/Logout.java;false
installer/src/main/java/org/apache/syncope/installer/containers/Tomcat.java;false
client/cli/src/main/java/org/apache/syncope/client/cli/commands/group/GroupSyncopeOperations.java;false
client/old_console/src/main/java/org/apache/syncope/client/console/wicket/markup/html/form/MappingPurposePanel.java;false
core/persistence-jpa/src/test/java/org/apache/syncope/core/persistence/jpa/inner/RelationshipTypeTest.java;false
core/logic/src/main/java/org/apache/syncope/core/logic/init/EntitlementLoader.java;false
common/lib/src/main/java/org/apache/syncope/common/lib/package-info.java;false
installer/src/main/java/org/apache/syncope/installer/files/ConsoleProperties.java;false
core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/anyobject/JPAADynGroupMembership.java;false
client/console/src/main/java/org/apache/syncope/client/console/panels/search/GroupSearchPanel.java;false
core/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/service/ConnectorServiceImpl.java;false
client/console/src/main/java/org/apache/syncope/client/console/pages/MustChangePassword.java;false
client/cli/src/main/java/org/apache/syncope/client/cli/commands/task/TaskRead.java;false
client/old_console/src/main/java/org/apache/syncope/client/console/wicket/markup/html/form/NonI18nPalette.java;false
core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/Role.java;true
core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/propagation/AbstractPropagationTaskExecutor.java;false
client/old_console/src/main/java/org/apache/syncope/client/console/rest/PolicyRestClient.java;false
core/logic/src/main/java/org/apache/syncope/core/logic/TaskLogic.java;false
core/misc/src/main/java/org/apache/syncope/core/misc/spring/DomainTransactionInterceptorInjector.java;false
core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/PlainAttrDAO.java;false
ext/camel/provisioning-camel/src/main/java/org/apache/syncope/core/provisioning/camel/processor/UserCreateProcessor.java;false
core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/DomainsHolder.java;false
core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/sync/LDAPPasswordSyncActions.java;false
core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/propagation/DBPasswordPropagationActions.java;false
client/old_console/src/main/java/org/apache/syncope/client/console/pages/AbstractBasePage.java;false
common/rest-api/src/main/java/org/apache/syncope/common/rest/api/beans/AnyQuery.java;false
common/lib/src/main/java/org/apache/syncope/common/lib/SyncopeClientException.java;false
client/cli/src/main/java/org/apache/syncope/client/cli/commands/logger/LoggerUpdateAll.java;false
core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/validation/entity/ConnInstanceCheck.java;false
core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPANotification.java;false
core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/user/JPAUPlainAttr.java;false
client/console/src/main/java/org/apache/syncope/client/console/pages/BulkActionResultModalPage.java;false
core/misc/src/test/java/org/apache/syncope/core/misc/security/EncryptorTest.java;false
client/console/src/main/java/org/apache/syncope/client/console/commons/status/StatusBean.java;false
core/misc/src/main/java/org/apache/syncope/core/misc/AuditManager.java;false
core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/sync/ReconciliationFilterBuilder.java;false
core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/search/AnyCond.java;false
core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/TaskDataBinderImpl.java;false
client/console/src/main/java/org/apache/syncope/client/console/wicket/markup/html/form/AjaxDropDownChoicePanel.java;false
core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/conf/Conf.java;false
common/lib/src/main/java/org/apache/syncope/common/lib/to/EventCategoryTO.java;false
client/cli/src/main/java/org/apache/syncope/client/cli/commands/info/InfoResultManager.java;false
common/lib/src/main/java/org/apache/syncope/common/lib/to/TypeExtensionTO.java;false
core/misc/src/main/java/org/apache/syncope/core/misc/serialization/SyncTokenDeserializer.java;false
client/console/src/main/java/org/apache/syncope/client/console/rest/GroupRestClient.java;true
core/persistence-jpa/src/test/java/org/apache/syncope/core/persistence/jpa/inner/DomainTest.java;false
client/console/src/main/java/org/apache/syncope/client/console/pages/BulkActionModalPage.java;false
client/old_console/src/main/java/org/apache/syncope/client/console/wicket/markup/html/tree/DefaultMutableTreeNodeExpansionModel.java;false
core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/job/TaskJob.java;true
core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/sync/UserPushResultHandlerImpl.java;false
client/console/src/main/java/org/apache/syncope/client/console/commons/Mode.java;false
core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/group/JPAGPlainAttrUniqueValue.java;false
client/console/src/main/java/org/apache/syncope/client/console/pages/Realms.java;true
client/old_console/src/main/java/org/apache/syncope/client/console/commons/SelectChoiceRenderer.java;false
core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/validation/entity/DomainCheck.java;false
core/persistence-jpa/src/test/java/org/apache/syncope/core/persistence/jpa/inner/ResourceTest.java;false
common/lib/src/main/java/org/apache/syncope/common/lib/patch/MembershipPatch.java;false
core/persistence-jpa/src/test/java/org/apache/syncope/core/persistence/jpa/outer/UserTest.java;true
client/cli/src/main/java/org/apache/syncope/client/cli/ResultManager.java;false
client/cli/src/main/java/org/apache/syncope/client/cli/commands/CommonsResultManager.java;true
core/persistence-jpa/src/test/java/org/apache/syncope/core/persistence/jpa/outer/VirSchemaTest.java;false
common/lib/src/main/java/org/apache/syncope/common/lib/patch/LongPatchItem.java;false
client/console/src/main/java/org/apache/syncope/client/console/resources/WorkflowDefPUTResource.java;false
core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/JPAPlainAttrDAO.java;false
core/logic/src/main/java/org/apache/syncope/core/logic/NotificationLogic.java;false
core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/JPARoleDAO.java;false
core/persistence-jpa/src/test/java/org/apache/syncope/core/persistence/jpa/inner/TaskExecTest.java;false
client/old_console/src/main/java/org/apache/syncope/client/console/pages/WelcomePage.java;false
core/misc/src/main/java/org/apache/syncope/core/misc/spring/DomainTransactionInterceptor.java;false
client/cli/src/main/java/org/apache/syncope/client/cli/commands/resource/ResourceResultManager.java;false
core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/AbstractAnyDataBinder.java;true
core/workflow-activiti/src/main/java/org/apache/syncope/core/workflow/activiti/SyncopeGroupQueryImpl.java;false
client/cli/src/main/java/org/apache/syncope/client/cli/commands/task/TaskResultManager.java;false
client/old_console/src/main/java/org/apache/syncope/client/console/panels/GroupSecurityPanel.java;false
client/cli/src/main/java/org/apache/syncope/client/cli/commands/role/RoleList.java;false
ext/camel/provisioning-camel/src/main/java/org/apache/syncope/core/provisioning/camel/CamelGroupProvisioningManager.java;true
core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/ConnInstanceDAO.java;false
client/old_console/src/main/java/org/apache/syncope/client/console/panels/NotificationPanel.java;false
fit/console-reference/src/test/java/org/apache/syncope/fit/console/reference/ReportITCase.java;false
client/cli/src/main/java/org/apache/syncope/client/cli/commands/user/UserSearchByRole.java;false
core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/JPAUserDAO.java;false
core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/data/NotificationDataBinder.java;false
core/persistence-jpa/src/test/java/org/apache/syncope/core/persistence/jpa/inner/RealmTest.java;false
fit/core-reference/src/main/java/org/apache/syncope/fit/core/reference/PrefixMappingItemTransformer.java;false
core/logic/src/main/java/org/apache/syncope/core/logic/ConnectorLogic.java;false
core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/SchemaDAO.java;false
ext/camel/provisioning-camel/src/main/java/org/apache/syncope/core/provisioning/camel/processor/UserConfirmPwdResetProcessor.java;false
client/cli/src/main/java/org/apache/syncope/client/cli/commands/notification/NotificationCommand.java;false
client/old_console/src/main/java/org/apache/syncope/client/console/commons/JexlHelpUtils.java;false
client/cli/src/main/java/org/apache/syncope/client/cli/commands/help/HelpResultManager.java;false
core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/task/JPATaskUtilsFactory.java;false
core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPALogger.java;false
installer/src/main/java/org/apache/syncope/installer/files/EnduserProperties.java;false
core/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/RestServiceExceptionMapper.java;false
ext/camel/provisioning-camel/src/main/java/org/apache/syncope/core/provisioning/camel/processor/GroupDeleteProcessor.java;false
core/misc/src/main/java/org/apache/syncope/core/misc/search/SearchCondVisitor.java;true
client/old_console/src/main/java/org/apache/syncope/client/console/init/SyncopeConsoleLoader.java;false
client/old_console/src/main/java/org/apache/syncope/client/console/pages/PropagationTaskModalPage.java;false
client/cli/src/main/java/org/apache/syncope/client/cli/commands/group/GroupCommand.java;false
client/cli/src/main/java/org/apache/syncope/client/cli/commands/domain/DomainResultManager.java;false
common/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/AnyObjectService.java;false
client/old_console/src/main/java/org/apache/syncope/client/console/panels/UserDetailsPanel.java;false
core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/propagation/PropagationException.java;false
fit/core-reference/src/main/java/org/apache/syncope/fit/core/reference/TestSyncActions.java;false
client/old_console/src/main/java/org/apache/syncope/client/console/commons/status/StatusUtils.java;false
core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/RealmDataBinderImpl.java;false
common/lib/src/main/java/org/apache/syncope/common/lib/patch/DeassociationPatch.java;false
core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/Report.java;false
common/lib/src/main/java/org/apache/syncope/common/lib/types/CipherAlgorithm.java;false
client/old_console/src/main/java/org/apache/syncope/client/console/panels/AbstractSearchResultPanel.java;false
client/console/src/main/java/org/apache/syncope/client/console/commons/HttpResourceStream.java;false
client/cli/src/main/java/org/apache/syncope/client/cli/commands/logger/LoggerCommand.java;true
client/old_console/src/main/java/org/apache/syncope/client/console/panels/SchedTasks.java;false
installer/src/main/java/org/apache/syncope/installer/files/GlassfishCoreWebXml.java;false
client/console/src/main/java/org/apache/syncope/client/console/init/ConsoleInitializer.java;false
core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/SecurityQuestionDataBinderImpl.java;false
client/console/src/main/java/org/apache/syncope/client/console/panels/ConnectorDetailsPanel.java;true
client/console/src/main/java/org/apache/syncope/client/console/rest/UserRestClient.java;false
core/persistence-jpa/src/test/java/org/apache/syncope/core/persistence/jpa/outer/GroupTest.java;false
client/cli/src/main/java/org/apache/syncope/client/cli/ArgsManager.java;false
client/cli/src/main/java/org/apache/syncope/client/cli/commands/configuration/AbstractConfigurationCommand.java;false
common/lib/src/main/java/org/apache/syncope/common/lib/policy/PasswordPolicyTO.java;false
client/console/src/main/java/org/apache/syncope/client/console/wicket/markup/html/form/AjaxCheckBoxPanel.java;false
client/cli/src/main/java/org/apache/syncope/client/cli/commands/entitlement/EntitlementResultManager.java;false
ext/camel/provisioning-camel/src/main/java/org/apache/syncope/core/provisioning/camel/processor/UserSetStatusInSyncProcessor.java;false
client/cli/src/main/java/org/apache/syncope/client/cli/commands/task/TaskCommand.java;true
client/console/src/main/java/org/apache/syncope/client/console/commons/AnyDataProvider.java;false
core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/policy/PushPolicy.java;false
core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/DerSchema.java;false
client/console/src/main/java/org/apache/syncope/client/console/rest/TaskRestClient.java;false
client/old_console/src/main/java/org/apache/syncope/client/console/resources/WorkflowDefPUTResource.java;false
common/lib/src/main/java/org/apache/syncope/common/lib/patch/PasswordPatch.java;false
core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/data/ReportDataBinder.java;false
client/console/src/main/java/org/apache/syncope/client/console/commons/AttrLayoutType.java;false
common/lib/src/main/java/org/apache/syncope/common/lib/to/PushTaskTO.java;false
core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/search/RelationshipCond.java;false
core/logic/src/main/java/org/apache/syncope/core/logic/AnyObjectLogic.java;false
core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/validation/entity/ExternalResourceValidator.java;false
core/misc/src/test/java/org/apache/syncope/core/misc/security/PasswordGeneratorTest.java;false
client/lib/src/test/java/org/apache/syncope/client/lib/ConcurrencyTest.java;false
core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/AnyType.java;false
client/cli/src/main/java/org/apache/syncope/client/cli/commands/report/ReportSyncopeOperations.java;false
common/lib/src/main/java/org/apache/syncope/common/lib/patch/UserPatch.java;false
client/old_console/src/main/java/org/apache/syncope/client/console/wicket/markup/head/MetaHeaderItem.java;false
fit/core-reference/src/test/java/org/apache/syncope/fit/core/reference/VirAttrITCase.java;false
client/console/src/main/java/org/apache/syncope/client/console/panels/AbstractModalPanel.java;false
client/enduser/src/main/java/org/apache/syncope/client/enduser/resources/AbstractBaseResource.java;true
common/lib/src/main/java/org/apache/syncope/common/lib/types/TraceLevel.java;false
client/cli/src/main/java/org/apache/syncope/client/cli/commands/logger/LoggerResultManager.java;false
client/cli/src/main/java/org/apache/syncope/client/cli/commands/realm/RealmResultManager.java;false
core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/sync/PushJobDelegate.java;false
client/old_console/src/main/java/org/apache/syncope/client/console/pages/StatusModalPage.java;false
core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/validation/entity/ReportCheck.java;false
common/lib/src/main/java/org/apache/syncope/common/lib/to/SyncTaskTO.java;false
client/console/src/main/java/org/apache/syncope/client/console/wicket/markup/html/bootstrap/dialog/BaseModal.java;false
client/cli/src/main/java/org/apache/syncope/client/cli/commands/connector/ConnectorSyncopeOperations.java;false
client/cli/src/main/java/org/apache/syncope/client/cli/commands/group/GroupDetails.java;false
common/lib/src/main/java/org/apache/syncope/common/lib/to/AnyObjectTO.java;false
fit/console-reference/src/test/java/org/apache/syncope/fit/console/reference/AccessITCase.java;false
common/lib/src/main/java/org/apache/syncope/common/lib/to/AbstractSchemaTO.java;false
client/cli/src/main/java/org/apache/syncope/client/cli/commands/role/RoleSyncopeOperations.java;false
client/cli/src/main/java/org/apache/syncope/client/cli/commands/entitlement/EntitlementReadByUserId.java;false
core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/validation/entity/RoleCheck.java;false
core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPAAnyUtils.java;false
core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/validation/entity/RealmValidator.java;false
core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/ReportDataBinderImpl.java;false
client/console/src/main/java/org/apache/syncope/client/console/wicket/extensions/markup/html/repeater/data/table/CheckBoxGroupSelectorPanel.java;false
core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/ConnPoolConf.java;false
fit/console-reference/src/test/java/org/apache/syncope/fit/console/reference/ConnectorITCase.java;false
client/console/src/main/java/org/apache/syncope/client/console/panels/AccountPolicy.java;false
client/console/src/main/java/org/apache/syncope/client/console/panels/SecurityQuestionModalPanel.java;false
core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/policy/SyncPolicy.java;false
core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/Policy.java;false
client/cli/src/main/java/org/apache/syncope/client/cli/commands/resource/AbstractResourceCommand.java;false
client/console/src/main/java/org/apache/syncope/client/console/wizards/provision/ProvisionWizardBuilder.java;false
client/console/src/main/java/org/apache/syncope/client/console/wizards/AjaxWizardBuilder.java;false
core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/AbstractAny.java;true
core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/task/AbstractProvisioningTask.java;false
common/lib/src/main/java/org/apache/syncope/common/lib/to/BulkAction.java;false
client/console/src/main/java/org/apache/syncope/client/console/PreferenceManager.java;false
client/old_console/src/main/java/org/apache/syncope/client/console/rest/ApprovalRestClient.java;false
ext/camel/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/CamelRoute.java;false
client/console/src/main/java/org/apache/syncope/client/console/themes/AdminLTECssResourceReference.java;false
core/workflow-activiti/src/main/java/org/apache/syncope/core/workflow/activiti/task/AbstractActivitiServiceTask.java;false
client/cli/src/main/java/org/apache/syncope/client/cli/commands/task/TaskDetails.java;false
client/cli/src/main/java/org/apache/syncope/client/cli/commands/user/UserSearchByAttribute.java;false
client/console/src/main/java/org/apache/syncope/client/console/wizards/any/DerAttrs.java;false
core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/AnySearchDAO.java;true
common/lib/src/main/java/org/apache/syncope/common/lib/to/WorkflowFormTO.java;false
fit/core-reference/src/test/java/org/apache/syncope/fit/core/reference/PolicyITCase.java;false
fit/core-reference/src/main/java/org/apache/syncope/fit/core/reference/TestPasswordRuleConf.java;false
common/lib/src/main/java/org/apache/syncope/common/lib/search/GroupProperty.java;true
core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/JPAAnyTypeClassDAO.java;false
